card_id,member_id,amount,postcode,pos_id,transaction_dt,status
6490724104698922,345759176361107,5808547.0,73022,238805014741511,2018-10-25 00:34:59,GENUINE
6490724104698922,345759176361107,1408234.0,96752,615488791622027,2018-06-30 11:04:12,GENUINE
5411141346922507,345869847199606,2806144.0,72329,620349646828487,2018-04-06 10:07:36,GENUINE
5411141346922507,345869847199606,9167924.0,32664,999112402602691,2018-09-10 00:18:12,GENUINE
5411141346922507,345869847199606,28831.0,14712,524711840917674,2018-04-17 23:29:09,GENUINE
5411141346922507,345869847199606,2542185.0,47573,271511509939347,2018-05-18 11:23:04,GENUINE
5411141346922507,345869847199606,2574425.0,13103,919057382465394,2018-03-21 04:37:41,GENUINE
5411141346922507,345869847199606,9263546.0,53505,113579920670933,2018-03-23 13:26:44,GENUINE
5411141346922507,345869847199606,5675393.0,98380,557577645362199,2018-04-24 21:27:09,GENUINE
5411141346922507,345869847199606,1557853.0,10597,874172644959673,2018-06-26 15:51:47,GENUINE
5226069160942563,346190108951174,6593105.0,67137,464698253290124,2018-06-04 15:18:40,GENUINE
5226069160942563,346190108951174,9420411.0,59826,833606037153535,2018-12-05 14:37:36,GENUINE
5226069160942563,346190108951174,6169644.0,28103,691205119585097,2018-09-13 10:32:21,GENUINE
5226069160942563,346190108951174,5677008.0,62214,859961555896464,2018-09-14 07:28:19,GENUINE
5226069160942563,346190108951174,8613007.0,27917,800529926052822,2018-09-15 15:37:07,GENUINE
5226069160942563,346190108951174,1294828.0,33454,283541138093012,2018-08-24 21:47:42,GENUINE
5294481722658115,346843579979099,9729776.0,13607,500530080953137,2018-02-12 10:10:32,GENUINE
5294481722658115,346843579979099,2325088.0,50229,954411591754728,2018-08-06 14:57:18,GENUINE
5294481722658115,346843579979099,939973.0,32140,711414615464773,2018-06-17 10:34:27,GENUINE
5294481722658115,346843579979099,9609973.0,29348,744974010001354,2018-10-25 22:15:48,GENUINE
5573293264792992,350307876868039,4965883.0,14711,421396115862414,2018-10-09 17:30:44,GENUINE
5573293264792992,350307876868039,2426337.0,86054,644088683622477,2018-05-17 17:26:31,GENUINE
5573293264792992,350307876868039,5753844.0,68774,349130912219597,2018-08-19 16:11:55,GENUINE
5573293264792992,350307876868039,782721.0,66526,768891945977525,2018-07-26 03:50:19,GENUINE
5573293264792992,350307876868039,4917434.0,54810,412702752961273,2018-10-30 23:22:27,GENUINE
4033232792979330,350825724718484,4178099.0,55959,952828931965717,2018-10-05 08:50:54,GENUINE
4033232792979330,350825724718484,3688390.0,27375,988359166714950,2018-09-07 20:43:09,GENUINE
4033232792979330,350825724718484,1063020.0,43972,972208413214209,2018-03-18 19:48:38,GENUINE
4033232792979330,350825724718484,2712404.0,83245,873137848382684,2018-04-23 11:48:38,GENUINE
346723578776723,351607869287639,7651659.0,98822,389377934465494,2018-08-08 08:04:22,GENUINE
346723578776723,351607869287639,2435977.0,12405,539491948269227,2018-08-18 05:03:41,GENUINE
346723578776723,351607869287639,9944002.0,36875,964557240548217,2018-10-24 08:08:09,GENUINE
346723578776723,351607869287639,9173946.0,37724,455595788210188,2018-04-27 00:17:21,GENUINE
345245362189127,352966365887131,1481537.0,56344,542754039830396,2018-04-06 13:51:53,GENUINE
345245362189127,352966365887131,2636114.0,26581,725207184815506,2018-03-07 21:24:13,GENUINE
345245362189127,352966365887131,8445305.0,39115,907872750992166,2018-04-19 19:35:38,GENUINE
345245362189127,352966365887131,6341798.0,54441,360784697434826,2018-04-23 09:34:04,GENUINE
345245362189127,352966365887131,2879186.0,50595,988238013447594,2018-09-24 14:10:46,GENUINE
4373464339970856,353188612655228,3584255.0,21636,271376619835280,2018-08-03 00:14:00,GENUINE
4373464339970856,353188612655228,8511943.0,12150,705063551866530,2018-04-04 23:44:14,GENUINE
4373464339970856,353188612655228,9272357.0,25057,114057669131764,2018-02-12 05:01:09,GENUINE
4373464339970856,353188612655228,3203146.0,40988,941535714522812,2018-08-06 00:45:02,GENUINE
4373464339970856,353188612655228,6678600.0,14548,334242943400659,2018-04-11 17:13:06,GENUINE
4373464339970856,353188612655228,7654512.0,70081,854770716302594,2018-07-20 22:59:23,GENUINE
4373464339970856,353188612655228,6451177.0,21766,594094227440953,2018-02-24 01:18:58,GENUINE
4373464339970856,353188612655228,7708427.0,21766,594094227440953,2018-02-24 09:32:23,GENUINE
4640177921835892,354053654840963,5123895.0,30516,96840333520293,2018-06-05 15:58:55,GENUINE
4640177921835892,354053654840963,8139036.0,65784,496089122412884,2018-10-05 04:21:46,GENUINE
4640177921835892,354053654840963,6577504.0,20830,910096242685074,2018-03-13 13:27:59,GENUINE
4640177921835892,354053654840963,2015357.0,11020,135786455347948,2018-11-23 23:01:30,GENUINE
6011140597235389,354088451905214,870718.0,22610,901036718121216,2018-04-11 13:28:50,GENUINE
6011140597235389,354088451905214,421181.0,12427,140981412361012,2018-06-11 16:16:06,GENUINE
6011140597235389,354088451905214,7701972.0,36030,74733589664961,2018-10-13 14:12:52,GENUINE
6011140597235389,354088451905214,6531124.0,17339,474440972950683,2018-02-19 22:38:00,GENUINE
6011140597235389,354088451905214,1874261.0,16674,72989786693623,2018-11-20 23:15:20,GENUINE
6011140597235389,354088451905214,9004307.0,79359,977572265738326,2018-08-24 19:33:08,GENUINE
6011140597235389,354088451905214,6445201.0,96795,519419079371937,2018-05-31 04:24:16,GENUINE
4863838117519042,354498837383053,6227937.0,10601,632990850960704,2018-07-02 10:54:59,GENUINE
4863838117519042,354498837383053,2739104.0,15464,586537930080473,2018-11-05 03:28:32,GENUINE
4863838117519042,354498837383053,4697419.0,87031,479560000411732,2018-03-13 00:45:26,GENUINE
4863838117519042,354498837383053,7023060.0,14804,270495992843572,2018-09-14 23:10:18,GENUINE
4863838117519042,354498837383053,8562498.0,54114,382944358204895,2018-11-30 17:15:14,GENUINE
5252551880815473,356544959463542,7908431.0,78652,525048003705718,2018-03-02 15:03:34,GENUINE
5252551880815473,356544959463542,1003020.0,22504,685974968434140,2018-11-05 00:29:07,GENUINE
5252551880815473,356544959463542,1815018.0,45783,477804080546633,2018-08-08 07:19:31,GENUINE
5252551880815473,356544959463542,6858973.0,16879,517439099474459,2018-11-18 05:28:01,GENUINE
5252551880815473,356544959463542,4131425.0,33097,891586971848958,2018-10-21 12:06:16,GENUINE
5252551880815473,356544959463542,2570.0,56710,874146223893908,2018-11-27 21:13:20,GENUINE
4966089071627480,357036541566885,7673675.0,87554,68961879696570,2018-04-04 23:44:14,FRAUD
4966089071627480,357036541566885,3547623.0,55772,574432043813518,2018-05-04 04:59:04,FRAUD
4966089071627480,357036541566885,2075694.0,56342,863610579411900,2018-09-10 16:00:11,FRAUD
4966089071627480,357036541566885,4561231.0,70036,469359037517356,2018-03-13 09:43:42,FRAUD
4966089071627480,357036541566885,659962.0,47951,803950306641771,2018-05-16 07:03:09,FRAUD
4966089071627480,357036541566885,6532568.0,70776,381348384127998,2018-11-20 10:32:47,FRAUD
4966089071627480,357036541566885,939853.0,66967,23010113499640,2018-05-21 16:23:13,FRAUD
4966089071627480,357036541566885,2444982.0,12124,158131710971474,2018-03-30 00:56:45,FRAUD
6222102786517105,359090271901176,7173984.0,60105,949298186850468,2018-06-03 06:25:00,GENUINE
6222102786517105,359090271901176,8586099.0,12911,151971743628552,2018-11-10 08:19:28,GENUINE
6222102786517105,359090271901176,4244226.0,35956,966289164350197,2018-04-12 11:54:30,GENUINE
6222102786517105,359090271901176,2312433.0,45845,705441791976639,2018-06-13 15:22:01,GENUINE
6222102786517105,359090271901176,2308220.0,13736,847768950640399,2018-07-13 07:49:41,GENUINE
6222102786517105,359090271901176,1410548.0,33524,910656286691819,2018-10-29 11:29:22,GENUINE
6222102786517105,359090271901176,410115.0,62469,117985188921498,2018-08-31 15:16:35,GENUINE
347274385563543,359453922401698,3532488.0,35144,527095381151248,2018-08-02 13:46:02,GENUINE
347274385563543,359453922401698,9830098.0,78652,525048003705718,2018-12-04 10:57:56,GENUINE
347274385563543,359453922401698,2667424.0,14561,758109256341921,2018-10-19 11:30:38,GENUINE
347274385563543,359453922401698,4620833.0,74839,180605081822217,2018-11-21 12:42:44,GENUINE
347274385563543,359453922401698,9045338.0,51235,215148544913287,2018-05-28 05:22:58,GENUINE
347274385563543,359453922401698,8190834.0,48650,439668965986270,2018-11-29 13:35:34,GENUINE
5152216287869314,361975120950522,630668.0,36859,933822290497116,2018-11-11 04:30:35,GENUINE
5152216287869314,361975120950522,5437796.0,23024,867898777321133,2018-02-12 12:42:17,GENUINE
5152216287869314,361975120950522,2301785.0,33514,643166902411645,2018-02-16 05:40:08,GENUINE
5152216287869314,361975120950522,9856885.0,47529,470887623627463,2018-03-16 10:14:44,GENUINE
6458390280461467,362507878738942,3715317.0,84314,69921270944068,2018-02-12 14:13:15,GENUINE
6458390280461467,362507878738942,6570234.0,13155,933591635489513,2018-07-02 02:41:34,GENUINE
6458390280461467,362507878738942,8636794.0,10962,775190067714951,2018-03-08 23:34:10,GENUINE
6458390280461467,362507878738942,9778551.0,63543,136339650986417,2018-06-08 04:32:14,GENUINE
6458390280461467,362507878738942,1542494.0,63540,191655571395761,2018-04-16 12:20:55,GENUINE
6458390280461467,362507878738942,9893296.0,39335,670906035098480,2018-04-27 21:13:19,GENUINE
377613757081026,362885445493746,735125.0,13413,975875413613037,2018-11-07 20:31:00,GENUINE
377613757081026,362885445493746,1194341.0,40995,205962054680704,2018-07-12 01:10:36,GENUINE
377613757081026,362885445493746,6249360.0,78568,803327870418340,2018-11-17 17:30:19,GENUINE
377613757081026,362885445493746,9121740.0,62695,712388265854795,2018-04-18 23:24:32,GENUINE
374412866126488,364904483936312,5127674.0,14751,271110384794133,2018-05-03 17:46:14,GENUINE
374412866126488,364904483936312,2067682.0,70753,12261429272298,2018-03-11 15:06:55,GENUINE
374412866126488,364904483936312,4156387.0,13677,535126610271829,2018-03-21 15:05:40,GENUINE
374412866126488,364904483936312,9397214.0,12010,584403678329030,2018-06-23 04:07:55,GENUINE
4446163202068268,366107196915063,6455385.0,87734,58166898160761,2018-04-03 22:19:08,GENUINE
4446163202068268,366107196915063,373496.0,50421,571998486509464,2018-06-07 19:33:58,GENUINE
4446163202068268,366107196915063,5954877.0,92242,705202886621289,2018-05-12 11:50:44,GENUINE
4446163202068268,366107196915063,3277022.0,43938,744808116818634,2018-08-29 07:57:14,GENUINE
6221647409661483,366160145736364,8092725.0,14418,677537472278978,2018-04-06 23:35:01,GENUINE
6221647409661483,366160145736364,8526092.0,19960,676830572012678,2018-07-10 03:34:24,GENUINE
6221647409661483,366160145736364,5509147.0,79382,323594123680480,2018-10-13 01:30:19,GENUINE
6221647409661483,366160145736364,1421995.0,72679,339298046012621,2018-02-15 22:11:35,GENUINE
6221647409661483,366160145736364,3869551.0,33890,348423687491740,2018-11-16 06:22:06,GENUINE
6221647409661483,366160145736364,1484584.0,24457,735736266905221,2018-11-19 10:37:24,GENUINE
6221647409661483,366160145736364,6420765.0,29446,189320689011472,2018-06-30 14:48:29,GENUINE
6221647409661483,366160145736364,5426613.0,78643,271623425258224,2018-10-31 08:20:44,GENUINE
6221647409661483,366160145736364,869.0,20184,385913495796353,2018-10-31 08:21:02,FRAUD
348962542187595,366246487993992,6100589.0,53031,674596250186555,2018-10-06 20:43:59,GENUINE
348962542187595,366246487993992,6446992.0,21522,306721151499669,2018-04-10 09:04:18,GENUINE
348962542187595,366246487993992,5770962.0,66413,377095436302745,2018-09-13 09:47:30,GENUINE
348962542187595,366246487993992,574205.0,56755,252103575185858,2018-06-17 18:03:00,GENUINE
348962542187595,366246487993992,5360045.0,62297,360207232746344,2018-06-25 12:56:59,GENUINE
6451849404352750,366586364589156,2331011.0,29545,784901393239641,2018-12-01 11:11:46,GENUINE
6451849404352750,366586364589156,356966.0,47871,324293464501748,2018-07-07 13:31:21,GENUINE
6451849404352750,366586364589156,5319779.0,55013,301714206629165,2018-06-11 20:00:23,GENUINE
6451849404352750,366586364589156,1683235.0,79366,421443143727808,2018-08-15 19:29:47,GENUINE
6451849404352750,366586364589156,1725794.0,68747,994136087201509,2018-10-16 06:30:28,GENUINE
6451849404352750,366586364589156,3756617.0,25205,481543948256743,2018-06-20 05:06:37,GENUINE
6451849404352750,366586364589156,6962928.0,62225,555274141109501,2018-09-21 09:10:36,GENUINE
4474098233418402,367133528589767,4219951.0,64077,897822726623099,2018-09-05 15:38:23,GENUINE
4474098233418402,367133528589767,8896717.0,77619,563554090153534,2018-12-09 17:18:35,GENUINE
4474098233418402,367133528589767,4515131.0,11375,543348537275330,2018-02-12 00:44:36,GENUINE
4474098233418402,367133528589767,8469416.0,12036,77746263583724,2018-05-18 10:38:13,GENUINE
4474098233418402,367133528589767,4359322.0,17076,103211274403596,2018-06-28 06:44:18,GENUINE
4626036516871563,368918800369060,3957370.0,37327,733174491888308,2018-04-03 14:05:43,GENUINE
4626036516871563,368918800369060,3123455.0,14127,365410425567640,2018-03-11 07:38:22,GENUINE
4626036516871563,368918800369060,6570754.0,92342,459646755822562,2018-05-16 02:34:01,GENUINE
4626036516871563,368918800369060,2845779.0,93267,388771832935762,2018-08-26 11:10:30,GENUINE
4302943998655086,369764312368877,4128372.0,26175,776828445944700,2018-04-07 18:16:24,GENUINE
4302943998655086,369764312368877,1699869.0,80477,349444664694082,2018-09-10 07:46:46,GENUINE
4302943998655086,369764312368877,415224.0,61563,494790342628221,2018-04-12 11:09:39,GENUINE
4302943998655086,369764312368877,4162240.0,13325,661274735482195,2018-11-13 11:05:04,GENUINE
4302943998655086,369764312368877,999638.0,40862,546734080795297,2018-02-21 03:47:22,GENUINE
4302943998655086,369764312368877,8097657.0,96944,472806847097765,2018-04-21 10:28:09,GENUINE
4302943998655086,369764312368877,8280824.0,99704,48753773159380,2018-06-21 20:43:59,GENUINE
5378541629640539,371773788317843,6038026.0,13428,410346113544,2018-12-03 01:19:25,GENUINE
5378541629640539,371773788317843,8993052.0,29161,374044072401391,2018-07-05 10:41:09,GENUINE
5378541629640539,371773788317843,7063716.0,12481,798963323162729,2018-09-06 09:34:55,GENUINE
5378541629640539,371773788317843,3746848.0,42133,582200743573967,2018-06-22 08:41:41,GENUINE
5378541629640539,371773788317843,6287080.0,12459,220711672576082,2018-06-26 07:38:22,GENUINE
343991629633818,372225917645777,3440938.0,92365,809691999624637,2018-10-03 04:30:59,GENUINE
343991629633818,372225917645777,2186993.0,99754,122038468669670,2018-06-13 06:23:45,GENUINE
343991629633818,372225917645777,4110293.0,15624,633688299253558,2018-03-15 04:20:29,GENUINE
343991629633818,372225917645777,2419224.0,70647,323936895714872,2018-10-18 10:50:23,GENUINE
343991629633818,372225917645777,4694927.0,18417,913847740628277,2018-02-20 17:19:23,GENUINE
343991629633818,372225917645777,1276125.0,12401,808913294315292,2018-06-20 08:50:54,GENUINE
5300868809771757,374629449245268,6530196.0,57030,913649766678378,2018-04-01 17:14:22,GENUINE
5300868809771757,374629449245268,9320293.0,48022,906038117410883,2018-11-20 11:17:38,GENUINE
5300868809771757,374629449245268,9985475.0,39421,117986020341542,2018-08-23 09:54:37,GENUINE
5300868809771757,374629449245268,6194022.0,56384,828868397227132,2018-09-24 20:09:37,GENUINE
5300868809771757,374629449245268,755.0,50135,982673318402179,2018-09-24 20:09:44,FRAUD
5300868809771757,374629449245268,6381015.0,46759,53884659175491,2018-10-30 11:24:46,GENUINE
343803912797603,374775668614336,9177440.0,80520,770813269233619,2018-08-01 15:20:21,GENUINE
343803912797603,374775668614336,3002276.0,24597,873086849640501,2018-05-23 02:46:36,GENUINE
343803912797603,374775668614336,1779638.0,34142,989725801185837,2018-07-25 18:52:03,GENUINE
343803912797603,374775668614336,9161475.0,11548,354136873400687,2018-08-27 11:50:45,GENUINE
343803912797603,374775668614336,8042569.0,19421,422726586141724,2018-09-27 22:10:21,GENUINE
6011654527329500,375050918473664,4104863.0,61741,609057394880458,2018-12-05 09:23:36,GENUINE
6011654527329500,375050918473664,3919997.0,70458,166498317389260,2018-09-13 06:03:13,GENUINE
6011654527329500,375050918473664,4370178.0,79772,495051332685713,2018-06-18 03:01:16,GENUINE
6011654527329500,375050918473664,6669265.0,43840,150456516866391,2018-08-26 04:26:48,GENUINE
6011780257723719,375074037012431,1535996.0,13820,296712484226824,2018-04-02 14:55:11,GENUINE
6011780257723719,375074037012431,2107078.0,60007,974716996510902,2018-04-08 10:43:14,GENUINE
6011780257723719,375074037012431,1112663.0,19367,300760038616621,2018-02-12 18:54:58,GENUINE
6011780257723719,375074037012431,4338099.0,45201,574661221149831,2018-06-12 23:40:03,GENUINE
6011780257723719,375074037012431,7712910.0,82442,773123931868051,2018-03-13 10:28:34,GENUINE
6011780257723719,375074037012431,9285208.0,59052,503977210636403,2018-09-18 20:37:17,GENUINE
6011780257723719,375074037012431,6872112.0,96088,398390964524222,2018-04-19 17:21:04,GENUINE
371085417506954,376195488976103,353003.0,38913,354732503373930,2018-09-06 02:51:13,GENUINE
371085417506954,376195488976103,9623598.0,82050,94903989574062,2018-02-12 11:12:35,FRAUD
371085417506954,376195488976103,1282566.0,68947,842379408103205,2018-05-20 23:56:24,GENUINE
371085417506954,376195488976103,8865159.0,72354,259523257535039,2018-06-23 02:38:13,FRAUD
371085417506954,376195488976103,2616541.0,55040,329260719626407,2018-09-26 08:47:33,GENUINE
4598225659063187,377061427908552,4478853.0,62095,344694199156496,2018-03-02 11:19:17,GENUINE
4598225659063187,377061427908552,6679391.0,13811,295647521628084,2018-08-03 17:25:42,GENUINE
4598225659063187,377061427908552,5512568.0,23875,293880213206435,2018-02-12 11:26:25,GENUINE
4598225659063187,377061427908552,4492373.0,17313,802286302764920,2018-10-09 21:59:52,GENUINE
4598225659063187,377061427908552,3561613.0,23887,684892082759907,2018-08-22 09:59:14,GENUINE
4598225659063187,377061427908552,5886274.0,25671,763151867212418,2018-03-25 11:02:56,GENUINE
6595638658736751,377918213614639,6590935.0,52581,921625404605287,2018-02-12 06:52:40,GENUINE
